"ID","Pi","Inventaire","Famille","Catégorie","Forme","Type","Période","Texte","Bibliographie","secteur","secteur_ID","x","y"
"ETHVII103",1266,"A 97",,,"coupe ou bol",,,"FRAGMENT DE COUPE OU BOL.
Larg. max. 4 cm ; haut. max. 2,5 cm ; ép. 0,31 cm. Argile chamois clair orange. Intérieur, vernis noir. Extérieur, sur le vernis noir, en incisions, tête d'un personnage à gauche couronné de laurier. Pourrait être ionienne ou locale. Les incisions de la tête sont plus tardives. L'exécution des deux fragments nos 23 et 24 est très fine (à l'intérieur, les stries du
tour sont visibles). Des fragments ioniens semblables ont été trouvés à Abdère (D. Lazaridès).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 31, no 29, pl. IX, 29",,,,
"ETHVII104",,"D 711",,,"bol",,,"FRAGMENT DE BOL.
Larg. max. 4,6 cm ; haut. max. 5,3 cm ; larg. du rebord 3 cm ; ép. 0,5 cm. Argile rouge chamois fine micacée. Pas de décor à l'extérieur ; à l'intérieur, bande de vernis noir brun mat sur le rebord, et plus bas, deux minces filets noirs concentriques.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 32, no 30, pl. IX, 30",,,,
"ETHVII105",,"D 439",,,"coupe",,,"PIED ET FOND DE COUPE.
Diam. du pied 5,8 cm ; haut. max. 2,8 cm ; ép. 0,5 cm. Argile grise à l'intérieur, brune sur les bords, dure, peu micacée. Vernis noir sur la base en tore et le dessous de la panse ; à l'intérieur du médaillon, point noir central, puis deux cercles non concentriques. La tranche du pied et le dessous sont réservés.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 32, no 31, pl. IX, 31 ; profil pl. C",,,,
"ETHVII106",1303,,,"Ionien","bol",,,"BOL (à demi complété en plâtre).
Diam. restitué 36,7 cm ; haut. environ 13 cm. Argile chamois claire, micacée. Décor sur le rebord horizontal : grecques et lignes parallèles entre elles, mais divergentes d'avec le groupe voisin, en vernis brunâtre. A l'intérieur, bande en vernis noir et filet plus clair au-dessous. Ionien, de la fin du vie siècle probablement. (La restitution des anses n'est pas correcte, les anses de panier devaient être plus aplaties.)","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 32, no 32, pl. X, 32","Champ Dimitriadis",7,24.715595886,40.782279683
"ETHVII107",,"S. n.",,"ionienne?","bol",,,"FRAGMENT D'UN BOL.
Dimensions conservées : 7,5 cm x 7,1 cm ; larg. du rebord horizontal : 3,5 cm. Argile rouge brune micacée. Sur le rebord, lignes parallèles. A l'intérieur, large bande noire. A l'extérieur, début d'une bande noire. Fabrication ionienne grossière, commune, ou locale : forme assez semblable au précédent.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 32, no 33, pl. IX, 33","Agora 1950",43,24.714146280,40.780084143
"ETHVII108",1201,,,,"bol",,,"BOL (complété en plâtre).
Diam. env. 21,7 cm ; haut. max. 6,8 cm. Argile chamois. Intérieur presqu'entièrement recouvert de vernis noir brunâtre. Extérieur, bandes de vernis brunâtre. Ionien ou local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 32, no 34, pl. X, 34",,,,
"ETHVII109",,"D 372",,,"lécythe",,,"EMBOUCHURE DE LÉCYTHE.
Larg. max. 5,8 cm ; haut. max. 2,9 cm ; ép. 0,6 cm. Argile rouge assez fine, mais avec quelques impuretés, micacée. Sur l'embouchure, trois cercles en vernis noir. A I'intérieur et a l'extérieur de l'embouchure, vernis noir.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 32, no 35, pl. X, 35",,,,
"ETHVII110",,"D 720",,,"olpe",,,"FRAGMENTS (DEUX) D'OLPE.
Haut. max. 10,3 cm ; ép. 0,38 cm ; diam. emb. restitué env. 5,5 cm ; larg. panse conservée 5,3 cm. Argile fine rose rouge ; pas de mica. Deux bandes circulaires en vernis brun rouge sur la panse ; traces d'une troisième à l'intérieur du rebord. Cf. Lambrino, Histria, p. 154, fig. 116.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 32, no 36, pl. X, 36 ; profil pl. A",,,,
"ETHVII111",,"D 432 ; 53-84",,,"oenochoé?",,,"FRAGMENT DE L'ÉPAULE ET NAISSANCE DU COL D'UNE OENOCHOÉ (?).
Larg. max. 4,7 cm ; haut. max. 4,6 cm ; ép. env. 0,38 cm. Argile grise, légèrement gris brun. Intérieur réservé. Extérieur, décor de zigzags ou arêtes en vernis noir mat. Début du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 32, no 37, pl. X, 37",,,,
"ETHVII112",,"55-49",,,"oenochoé",,,"FRAGMENTS D'OENOCHOÉ. 
Haut. max. 10,5 cm. Argile rouge orange assez vif, micacée. Intérieur réservé. Extérieur, couverte claire. Décor de barres ou langues obliques et bandes horizontales. Ionien.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 33, no 38, pl. X, 38",,,,
"ETHVII113",,"D 66 ; 53-392",,,"amphore?",,,"FRAGMENT D'ÉPAULE ET DU COL D'UNE GRANDE AMPHORE, OU D'UN GRAND VASE CIRCULAIRE.
Larg. max. 10,5 cm ; haut. max. 9 cm ; ép. 1 cm. Argile brun gris, impure et micacée. Intérieur réservé. Ni engobe, ni couverte. Ressaut entre le col et l'épaule. Larges bandes incurvées sur le col, tracées irrégulièrement ; au-dessous bandes concentriques en vernis brun noir mat.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 33, no 39, pl. XI, 39 ; profil pl. A",,,,
"ETHVII114",,"D 230",,,"amphore? Dinos?",,,"FRAGMENT DE LA PANSE D'UN GRAND VASE (DINOS ? AMPHORE ?).
Larg. max. 9 cm ; haut. max. 4,5 cm ; ép. 0,1 cm. Argile grise, par endroits légèrement rose ; très impure et micacée. Décor très semblable à celui du fragment précédent. Bandes assez minces, à peu près concentriques ; en haut à gauche, amorce d'une autre bande qui part peut-être pour un enroulement ou une figure du même type. Le décor est en vernis brun violet mat. L'argile, comme la technique, est très grossière. Les deux fragments nos 39-40 proviennent peut-être d'Asie Mineure.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 33, no 40, pl. XI, 40",,,,
"ETHVII115",,"D 908 ; 53-404",,,"amphore?",,,"FRAGMENT D'UN GRAND VASE (DINOS, CRATÈRE, AMPHORE).
Larg. max. 4,9 cm ; haut. max. 5 cm ; ép. 0,6 cm. Argile grisâtre, légèrement micacée. Intérieur réservé. Extérieur, décor en vernis noir brun, mat : en haut trace d'une bande
horizontale, au-dessous chevrons (?).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 33, no 41, pl. XI, 41",,,,
"ETHVII116",," D 762 ; 53-228",,,"amphore?",,,"FRAGMENT D'UNE ANSE BIFIDE (partie d'amphore ?).
Larg. max. de l'attache 4,3 cm ; haut. max. 10 cm env. ; diam. de chaque tronçon 13 cm [1,3 cm dimension corrigée] ; larg. totale de l'anse 2,6 cm. Argile grise micacée. Intérieur réservé. Extérieur, traces de couverte blanche. Le long de chaque côté de l'anse, bande noire verticale ; sur le dos de l'anse, bandes horizontales.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 33, no 42, pl. XI, 42",,,,
"ETHVII117",,"D 911",,,"amphore? Dinos?",,,"ANSE D'UN GRAND VASE (AMPHORE OU DINOS).
Larg. de l'attache supérieure conservée 6,2 cm ; haut. 3,5 cm ; larg. max. de l'anse 3,2 cm ; 1,4 cm. Sur la face extérieure de l'anse, deux bandes entrecroisées en vernis noir brun mat.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 33, no 43, pl. XI, 43",,,,
"ETHVII118",,"D 216 ; 53-137",,,"amphore?",,,"FRAGMENT DE COL D'AMPHORE (?).
Larg. max. 5,5 cm ; haut. max. 5,7 cm ; ép. 0,45 cm. Argile brun clair rosé, micacée. Intérieur réservé. La surface est décorée de bandes ondulées d'inégale épaisseur, en vernis brun rouge appliqué en coup de brosse.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 34, no 44, pl. XI, 44",,,,
"ETHVII119",,"H 171",,,"hydrie?",,,"FRAGMENT D'HYDRIE (?).
Larg. max. 13,2 cm ; haut. 6,6 cm ; ép. 0,55 cm. Argile brunâtre, dure. Intérieur réservé. Extérieur, décor de lignes ondulées verticales et de bandes noires circulaires. A comparer à certains vases de Délos à décor linéaire ; cf. Dugas. Expl. Arch.
Délos, XVII, pl. 36, 8.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 34, no 45, pl. XI, 45",,,,
"ETHVII120",,"H 151",,,"hydrie? Amphore?",,,"FRAGMENT (HYDRIE ? AMPHORE ?).
Larg. max. 7,8 cm ; haut. max. 7,1 cm ; ép. 0,55 cm. Argile rouge orangé. Intérieur réservé. Extérieur, décor de vagues et de bandes en vernis noir brunâtre. Le même décor se retrouve ailleurs, par ex. À Paros ; cf. Technau, AM, 54 (1929),
Beilage LII, no 1 ; à Tarse, sur un col d'amphore, T 38. 83 b, cf. Hanlmann, Eastern Greek Wares, p. 181, fig. 22.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 34, no 46, pl. XI, 46",,,,
"ETHVII121",,"D 512 ; 53-316",,,"amphore?",,,"FRAGMENT (AMPHORE ?).
Larg. max. 10,7 cm ; haut. max. 7,6 cm ; ép. 0,45 cm. Partie de la panse, et probablement début de l'épaule indiquée par une brisure dans la courbe ; à l'extrême droite, naissance
de l'anse. Argile rouge brun vif, impure et micacée. Intérieur réservé. Extérieur, en vernis brun noir ou brun rouge, bande ondulée entre deux bandes circulaires ; à l'attache de
l'anse, vernis noir.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 34, no 47, pl. XI, 47",,,,
"ETHVII122",,"D 619",,,"oenochoé?",,,"FRAGMENT DE COL D'OENOCHOÉ (?).
Larg. max. 3,8 cm ; haut. max. 4,6 cm ; ép. 0,55 cm. Argile chamois rose, friable, micacée. Intérieur réservé. Extérieur en vernis brun noir, mat, deux bandes ondulées suivies d'une bande circulaire (?). Ces deux derniers fragments sont également représentés à Tarse (Hanfmann).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 34, no 48, pl. XI, 48",,,,
"ETHVII123",,"D 783 ; 53-189",,,"grand vase",,,"PIED D'UN GRAND VASE.
Larg. max. 8,8 cm ; haut. max. 5 cm. Argile chamois brun, micacée. A l'extérieur, engobe blanc plus ou moins bien conservé et décor composé de trois filets circulaires en vernis
noir et brun rouge ; au-dessus de la tranche de la base, une bande plus large, en vernis noir. L'intérieur est réservé.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 35, no 1, pl. XII, 1 ; profil pl. A",,,,
"ETHVII124",,"55-261",,,"amphore",,,"FRAGMENT D'AMPHORE (COL ET ÉPAULE).
Larg. max. 6 cm ; haut. max. 6,3 cm. Argile grise à l'intérieur, chamois à l'extérieur. Intérieur réservé. Extérieur, engobe blanc et bande en vernis noir.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 35, no 2, pl. XII, 2","Agora 1955",77,24.713761009,40.779568773
"ETHVII125",,"55-133",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 7,5 cm ; haut. max. 7,1 cm ; ép. 0,45 cm. Argile semblable. Intérieur réservé. Extérieur, engobe blanc et larges bandes noires.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 35, no 3, pl. XII, 3","Agora 1955",77,24.713761009,40.779568773
"ETHVII126",,"55-15 et 55-16",,,"amphore",,,"FRAGMENT ET ANSE D'UNE AMPHORE.
a) no 4. 55-15. Dimensions : larg. max. 6,2 cm ; haut. max. 6,8 cm. b) no 5. 55-16. Dimensions : larg. max. 6,8 cm ; haut. max. 7,2 cm. Argile rouge, légèrement chamois, micacée. Intérieur réservé. Extérieur, engobe blanc assez épais. Décor de bandes de vernis rougeâtre verticales ou horizontales.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 35, nos 4 et 5, pl. XII, 4 et 5","Agora 1955",77,24.713761009,40.779568773
"ETHVII127",,"55-116",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 5,9 cm ; haut. max. 6,5 cm ; ép. 1,05 cm. Argile semblable. Extérieur, bandes en vernis noir brunâtre.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 35, no 6, pl. XII, 6",,,,
"ETHVII128",,"D 523 bis ; 53-406",,,"amphore",,,"FRAGMENT AU BAS DE LA PANSE OU DE L'ÉPAULE D'UNE AMPHORE.
Larg. max. 6,6 cm ; haut. max. 7,3 cm ; ép. 0,8 cm. Argile chamois tournant un peu au rougeâtre, micacée. Intérieur réservé. Extérieur, engobe blanc. Décor en vernis brun rouge mat. Une bande part vers le haut, peut-être pour former un enroulement, l'autre est quasi horizontale. Cf. Lambrino, Histria, p. 105, fig. 69.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 35-36, no 7, pl. XII, 7",,,,
"ETHVII129",,"D 141 ; 53-330",,,"amphore",,,"FRAGMENT DE PANSE D'AMPHORE
Larg. max. 87 cm ; haut. max. 9,7 cm ; ép. 0,6 cm. Appartient peut-être au même vase que le précédent. Mais l'argile semble plus rougeâtre sur les bords, plus grise au centre.
Engobe blanc sur la surface extérieure. Bandes en brun mat tourné au rouge par endroits. On voit encore une partie d'un cercle qui ornait probablement l'attache inférieure de I'anse,
une bande verticale qui devait remonter le long de l'anse, et une bande horizontale circulaire autour de la panse. Cf. Lambrino, Histria, p. 104, no 67.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 36, no 8, pl. XII, 8",,,,
"ETHVII130",,"D 754 ; 53-223",,,"amphore",,,"FRAGMENTS (DEUX) D'UN GRAND VASE (AMPHORE).
a) Larg. max. 5,6 cm ; haut. max. 3,5 cm ; ép. 0,45 cm. Argile brun clair, impure et micacée. Mince couverte de blanc jaunâtre sur la surface extérieure. Bande horizontale en
vernis brun mat : peut-être début ou fin d'en enroulement en S (cf. Lambrino, Histria, p. 101, fig. 65). b) Appartient peut-être à la même amphore. Larg. max. 6,6 cm ; haut. max. 6,2 cm ;
ép. 0,5 cm. Bande horizontale en vernis brun mat, mince filet vertical.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 36, no 9, pl. XII, 9",,,,
"ETHVII131",,"D 901",,,"amphore",,,"FRAGMENT D'UNE GRANDE AMPHORE.
Larg. max. 3,3 cm ; haut. max. 4,7 cm ; ép. 0,6 cm. Argile orange vif, légèrement micacée. Intérieur réservé. Engobe blanc sur l'extérieur, très érodé. Décor en vernis brun-noir : une large bande circulaire, ou peut-être deux bandes circulaires, rapprochées.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 36, no 10, pl. XII, 10",,,,
"ETHVII132",,"D 747  ; 53-249",,,"bol ? oenochoé ?",,,"FRAGMENT D'UN PETIT VASE (BOL ? OENOCHOÉ ?).
Larg. max. 3,1 cm ; haut. max. 4 cm ; ép. 0,32 cm. Argile brun chamois, légèrement micacée. Intérieur réservé. Engobe blanc sur l'extérieur, un peu érodé. Décor de bandes horizontales en vernis brun. Ces amphores comme le no 11, sont à dater de la seconde moitié du viie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 36, no 11, pl. XII, 11",,,,
"ETHVII133",,"55-9",,,"amphore",,,"COL ET EMBOUCHURE D'AMPHORE.
Larg. emb. 12 cm ; haut. max. 12,1 cm. Argile orange rose, micacée. Intérieur, quelques traces de couleur rouge. Extérieur sous le rebord de l'embouchure, traces de vernis brunâtre. Probablement de Chios ; forme comparable à celle des amphores trouvées à Chios, cf. Anderson, Exc. on the Kofina Ridge, BSA 49 (1954), p. 139, no 51 et p. 141, no 75, et aussi à des amphores de Chios trouvées à Athènes, à l'Agora, cf. Hesperia 22 (1953), pl. 39, no 150, pl. 40, no 152, p. 104-105.
A dater probablement de la fin du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 36, no 11 bis , pl. XII, 11 bis ; profil pl. C.","Agora 1955",77,24.713761009,40.779568773
"ETHVII134",," D 434",,,"bol",,,"FRAGMENT DE BOL.
Larg. max. 3,7 cm ; haut. max. 2,7 cm ; ép. 0,3 cm. Argile orange, fine. Engobe blanc sur toute la surface. Intérieur presqu'entièrement recouvert de vernis brun rougeâtre. Extérieur, une bande circulaire en vernis brunâtre borde le fragment.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 36, no 12, pl. XII, 12",,,,
"ETHVII135",1326,,,,"bol ou lékané",,,"FRAGMENT DE BOL OU LÉKANÉ.
Larg. max. 4,7 cm ; haut. max. 4,9 cm ; ép. 0,6 cm. Argile chamois rosée, fine. Intérieur, vernis brun rougeâtre. Extérieur, engobe crème et, en vernis noir brunâtre, lion à droite. Dans le champ, méandre inscrit dans un triangle, au-dessus deux filets puis points. La technique est celle du réservé. A dater probablement encore du premier quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 36-37, no 13, pl. XIII, 13","Agora 1955",77,24.713761009,40.779568773
"ETHVII136",,"D 653",,,"bol",,,"FRAGMENT DE BOL.
Larg. max. 2,9 cm ; haut. max. 2,6 cm. Argile brunâtre donnant légèrement dans le violet, dure. Intérieur vernis noir et deux filets blancs. Extérieur, engobe blanc jaunâtre, décor en vernis brunâtre : partie antérieure du corps d'un lion à gauche.
Second quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 37, no 14, pl. XIII, 14",,,,
"ETHVII137",,,,,"bol",,,"FRAGMENT DE BOL (Istanbul, Musée Archéologique, n° 5285).
Mentionné par R. M. Cook, Distribution of Chiot Pottery, dans BSA 44 (1949), p. 159. Trouvé près du temple de l'Acropole en 1911. Larg. max. 11 cm ; haut. max. 9,5 cm. Argile rose, assez friable. Vernis noir brunâtre. Intérieur réservé. Sur le rebord de l'embouchure, points noirs. Extérieur, engobe blanc jaunâtre, série de zones ; de haut en bas : a) zone de l'anse : anse plate et tronquée se détachant sur fond noir, puis méandre entre deux traits verticaux et cervidé à droite, dont il manque l'avant train ; à gauche large méandre horizontal. Rosaces dans le champ. Incisions sur le ventre et la cuisse. b) Au-dessous, séparée par une ligne de gros points entre deux filets, zone avec quatre sirènes à gauche. Les ailes sont recourbées, les queues en éventail, le dessin est schématique (l'oreille en 8). Rosaces et demi-rosaces dans le champ. Incisions pour les plumes, l'oeil, le contour de la chevelure, le visage. Rehauts rouges. c) Sparée par une ligne de points limitée par deux filets noirs, une troisième zone dont e voit que la trace de rosaces. Style chiote à figures noires. Premier quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 37-38, no 14 bis, fig. 1 et n. 1","Acropole 1911",141,24.718625426,40.777092407
"ETHVII138",,,,,"support d'un bol",,,"FRAGMENT DE SUPPORT D'UN BOL (Istanbul, Musée Archéologique, no 5284). Mentionné par R. M. Cook, Distribution of Chiot Pottery, dans BSA 44 (1949), p. 159. Trouvé près du temple de l'Acropole en 1911. Larg. max. 9,2 cm ; haut. max. 7 cm. Même argile et vernis que le précédent. Intérieur réservé. Extérieur, engobe blanc jaunâtre. Le décor plastique devait comporter trois ou quatre têtes féminines en relief : il n'en subsiste qu'une (manquent le bout du nez, la bouche, l'oeil gauche) et l'amorce d'une deuxième. La tête est encadrée d'une longue chevelure jaune-brunâtre, faite d'un trait assez épais bordé vers l'extérieur de petites hachures sur toute sa longueur ; sur le front et les tempes, six volutes irrégulières toutes tournées à droite. Les sourcils sont grands, les yeux triangulaires avec un gros point brunâtre au centre. Autour du cou, triple collier de petites perles, au milieu une perle pendentif. Entre les deux têtes, un panneau vertical comporte deux zones figurées superposées : a) Sous une guirlande de feuilles bordée de deux filets, lion à demi-étendu tourné à droite, gueule ouverte ; la queue plantée haut sur l'échine est utilisée comme motif décoratif. Dans le champ rosaces. Incisions pour l'oeil, la gueule, l'oreille, la patte avant, le contour du ventre, les rosaces. Rehauts rouges sur l'animal. b) Séparé de la zone précédente par une ligne de gros points entre un double filet, sphinx accroupi tourné à gauche, les ailes retournées. Le fleuron sur le crâne et la queue sont traités de façon décorative. Rosaces dans le champ. Incisions pour la chevelure, l'oeil, les plumes. Rehauts rouges. Au-dessous, ligne de points plus petits entre deux filets. Même technique et date que le précédent fragment dont il constitue peut-être le support.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 38, no 14 ter, fig. 2 et n. 1",,,,
"ETHVII139",,"H sans numéro",,,"phiale à omphalos",,,"FRAGMENT DE PHIALE A OMPHALOS.
Dim. max. 3,4 cm. A l'extérieur, sur le bouton en relief, vernis brun sur l'engobe, filet circulaire en rehauts blancs, et rosace en rehauts rouges ; à l'intérieur, vernis brun recouvert
de rehauts blancs.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 39, no 15, pl. XIII, 15",,,,
"ETHVII140",,"H 209",,,"plat",,,"FRAGMENT DE PLAT.
Dim. 6,9 cm x 6,5 cm ; ép. 0,56 cm. Argile très pâle, jaunâtre. Dessous réservé. Dessus, engobe blanc crème, décor : bande de vernis noir entre des filets et décorée de carrés blancs pointés. Probablement de Chios ; mais ce fragment rappelle toute une céramique que l'on retrouve en Asie Mineure, à Chios, à Sardes, à Milet.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 39, no 16, pl. XIII, 16",,,,
"ETHVII141",,"D 659",,,"grand vase",,,"FRAGMENT D'UN GRAND VASE.
Larg. max. 3,5 cm ; haut. max. 5,4 cm ; ép. 1,1 cm. Argile brun rouge micacée. Intérieur réservé. Extérieur, traces d'un mince engobe crème. Lion, gueule ouverte vers la droite ; rehauts rouges pour la crinière ; dans le champ, boucle et points. Début du ve siecle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 39, no 17, pl. XIII, 17",,,,
"ETHVII142",974,"H 122",,,"lékané",,,"FRAGMENT DE LÉKANÉ. 
Dimensions : 6,7 cm x 3,4 cm ; ép. 0,38 cm. Argile chamois rosée peu ou pas micacée. Intérieur vernis noir. Extérieur : zone de godrons ; au-dessous, lion à droite. Dans le champ, triangle quadrillé et pointé. Rehauts rouges sur le corps du lion. Technique du réservé. Premier quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 39, no 18, pl. XIII, 18 ; Ill. London News, 3 sept. 1932, p. 354, no 10",,,,
"ETHVII143",,"H 166",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Dimensions : 10,5 cm x 9,6 cm ; ép. 0,6 cm. Argile chamois (il semble y avoir du mica). A l'intérieur, vernis noir et trois filets rouges circulaires au centre. A l'extérieur, sur la surface orangée, décor en plusieurs zones. Restes de zones séparées par un double filet : a) godrons (2 noirs suivis d'un rouge) ; b) lions avec divers éléments de remplissage : cercles de
points, triangles en croix, boules en carrés, sorte de rosace ; c) aile de sphinx, lion à gauche ; éléments de remplissage. Pas d'incisions, mais rehauts rouges sur le corps des lions et sur
les languettes. Technique du réservé. Premier quart du vie siècle. Très semblable au précédent.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 39, no 19, pl. XIII, 19 ; Anne Coulié p. 45 no 109",,,,
"ETHVII144",,"H 137",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Larg. 4,7 cm ; haut. max. 4,4 cm ; ép. 0,52 cm. Argile chamois assez friable. Intérieur, vernis noir avec trois filets rouges. Extérieur, arrière-train de fauve assis à gauche ; au-dessous
tresse. Rehauts rouges sur le corps. Premier quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 39, no 20, pl. XIII, 20 ; Anne Coulié p. 29 no 62",,,,
"ETHVII145",1012,"H 144",,,"couvercle ou lékané",,,"FRAGMENT DE COUVERCLE OU LÉKANÉ.
Larg. max. 4,6 cm ; haut. max. 5,3 cm ; ép. 0,78 cm. Argile chamois assez fine. Intérieur, vernis noir et filets rouges. Extérieur, représentation en vernis brunâtre d'un bovidé
à droite. Rehauts rouges sur le corps. Dans le champ, rosace complexe, formée par quatre cercles pointés à l'intersection desquels sortent des apices ; au-dessous, zone de carrés
noirs et points alternés entre des filets noirs ; au-dessous encore, queue de fauve (début d'une zone d'animaux). Technique du réservé. Premier quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 39-40, no 21, pl. XIII, 21",,,,
"ETHVII146",1157,"H 99",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Dimensions : 5,5 cm x 2,8 cm ; ép. 0,5 cm. Argile orange chamois peu micacée. Intérieur, vernis noir. Extérieur, lion à gauche.
Technique du réservé. Fin du premier quart du vie siècl[e [ selon A. Coulié peut appartenir à pi1290]","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 40, no 22, pl. XIII, 22 ; Anne Coulié p. 50 no 127","Champ Dimitriadis",7,24.715595886,40.782279683
