"ID","Numéro d’inventaire","Pi","Provenance","secteur_ID","Famille","Type","Catégorie","Forme","Dimensions","Groupe d’argile ","Description","Contexte","Datation ","Origine ","Num_Analyse","Groupe géochimique ","Bibliographie","Rangement au musée archéologique de Thasos ","x","y"
"OHM-11","OHM-11",,"Artémision. Fouilles de 1983. Péribole carré, tranchée E12, sac 420.",76,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 12 cm     Haut. prés. : 3,3 cm    ","MFG.2","Lèvre courte et rectiligne légèrement inclinée vers l’extérieur. La vasque est courbe et galbée. Les parois sont massives. Les surfaces intérieures et extérieures sont entièrement vernies. Vernis noir mat avec tons rougeâtres qui s’écaille par endroits.","Archaïque","Seconde moitié du VIIe – début du VIe siècle av. J.-C.","Thasos","THA.93 – Laboratoire de Céramologie de Lyon","MUG-2","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715000514,40.779644330
"OHM-12","OHM-12",,"Artémision. Fouilles de 1983. Péribole carré, tranchée E12, sac 420.",76,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 12 cm     Haut. prés. : 3,1 cm    ","MFG.2","Lèvre courte et rectiligne légèrement inclinée vers l’extérieur. La vasque est courbe et galbée. Les parois sont massives. Les surfaces intérieures et extérieures sont entièrement vernies. Vernis noir mat qui s’écaille par endroits.","Archaïque","Seconde moitié du VIIe  – début du VIe siècle av. J.-C.","Thasos","THA.104 – Laboratoire de Céramologie de Lyon","MUG-2","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715000514,40.779644330
"OHM-13","OHM-13",,"Artémision. Fouilles de 1979. Remblai Nord-Est. ",61,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 12 cm     Haut. prés. : 2,8 cm    ","MFG.2","Lèvre haute et rectiligne légèrement inclinée vers l’extérieur. Un sillon marque la jonction de la lèvre et de la vasque. La vasque est courbe et galbée. Les parois sont massives. Les surfaces intérieures et extérieures sont entièrement vernies. Vernis no","Archaïque","Seconde moitié du VIIe siècle av. J.-C.","Thasos","THA.105 – Laboratoire de Céramologie de Lyon","MUG-2","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715079666,40.779911775
"OHM-14","OHM-14",,"Artémision. Fouilles de 1979. Remblai Nord-Est. ",61,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 12 cm     Haut. prés. : 2,3 cm    ","MFG.2","Lèvre haute et arrondie inclinée vers l’extérieur. La vasque est courbe et galbée. Les parois sont massives. Les surfaces intérieures et extérieures sont entièrement vernies. Vernis noir mat qui adhère mal à la paroi.","Archaïque","Seconde moitié du VIIe siècle av. J.-C.","Thasos","THA.107 – Laboratoire de Céramologie de Lyon","MUG-2","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715079666,40.779911775
"OHM-15","OHM-15",,"Artémision. Fouilles de 1977. Péribole carré, sondage du haut, sac 123.",76,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 12 cm     Haut. prés. : 2,9 cm    ","MFG.3","Lèvre courte et rectiligne légèrement inclinée vers l’extérieur. La vasque est courbe et galbée. Les parois sont massives. Les surfaces intérieures et extérieures sont entièrement vernies. Vernis rouge mat qui s’écaille par endroits.","Archaïque","Seconde moitié du VIIe siècle av. J.-C.","Thasos","THA.74 – Laboratoire de Céramologie de Lyon","MUG-2","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715000514,40.779644330
"OHM-16","OHM-16",,"Artémision. Fouilles de 1979. Carré J7, secteur B, sac 34, sous cote 5,94 m.",61,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 10 cm     Haut. prés. : 4,9 cm    ","MFG.3","Lèvre courte, épaisse et arrondie légèrement inclinée vers l’extérieur. Un sillon marque la jonction de la lèvre et de la vasque. La vasque est courbe et galbée. Les parois sont massives. Cicatrices d’une anse verticale fixée de la lèvre à la partie média","Archaïque","Seconde moitié du VIIe siècle av. J.-C.","Thasos","THA.90 – Laboratoire de Céramologie de Lyon","MUG-2","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715079666,40.779911775
"OHM-17","OHM-17",,"Artémision. Fouilles de 1983. Péribole carré, tranchée E12, sac 423.",76,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 12 cm     Haut. prés. : 3,1 cm    ","MFG.4","Lèvre courte et rectiligne légèrement inclinée vers l’extérieur. La vasque est courbe et galbée. Les parois sont massives. Les surfaces intérieures et extérieures sont entièrement vernies. Vernis noir mat et délayé qui s’écaille par endroits.","Archaïque","Seconde moitié du VIIe siècle av. J.-C.","Cycladique/Parienne","THA.75 – Laboratoire de Céramologie de Lyon","MUG-1","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715000514,40.779644330
"OHM-18","OHM-18",,"Artémision. Fouilles de 1983. Péribole carré, tranchée E12, sac 423.",76,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 12 cm     Haut. prés. : 4,0 cm    ","MFG.3","Lèvre courte et rectiligne légèrement inclinée vers l’extérieur. La vasque est courbe et galbée. Les parois sont massives. Les surfaces intérieures et extérieures sont entièrement vernies. Vernis noir mat qui s’écaille par endroits.","Archaïque","Seconde moitié du VIIe siècle av. J.-C.","Thasos","S/O","S/O","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715000514,40.779644330
"OHM-19","OHM-19",,"Artémision. Fouilles de 1979. Carré J7, secteur B, sac 34, sous cote 5,94 m.",61,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. lèvre : 10 cm     Haut. prés. : 3,1 cm    ","MFG.1","Lèvre courte, épaisse et arrondie légèrement inclinée vers l’extérieur. La vasque est courbe et galbée. Les parois sont massives. Les surfaces intérieures et extérieures sont entièrement vernies. Vernis noir mat qui s’écaille par endroits.","Archaïque","Seconde moitié du VIIe - début du VIe siècle av. J.-C.","Cycladique/Parienne","S/O","S/O","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715079666,40.779911775
"OHM-20","OHM-20",,"Artémision. Fouilles de 1979. Remblai Nord-Est. ",61,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. base : 5 cm     Haut. prés. : 2,4 cm    ","MFG.1","Base plane légèrement concave avec stries de tournage visible sur la face inférieure.","Archaïque","Seconde moitié du VIIe - début du VIe siècle av. J.-C.","Cycladique/Parienne","S/O","S/O","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715079666,40.779911775
"OHM-21","OHM-21",,"Artémision. Fouilles de 1979. Remblai Nord-Est. ",61,"Vase à boire","Tasse monoansée","Monochrome","Tasse - Mug","D. base : 4,5 cm     Haut. prés. : 1,9 cm    ","MFG.1","Disque annulaire bas.","Archaïque","Seconde moitié du VIIe - début du VIe siècle av. J.-C.","Cycladique/Parienne","S/O","S/O","Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceedings of the Fourth International Conference on the Archaeology of Paros and the Cyclades, Paroikia, Paros, 11-14 June 2015, Athens, The Institute for Archaeology of Paros and the Cyclades, p. 267-297.","Mezzanine de l’apothèque française",24.715079666,40.779911775
